,TopMatch1,TopMatch2,TopMatch3,TopMatch4,TopMatch5
10-<i>cis</i>-heptadecenoyl-CoA degradation (yeast),"('N-terminal peptidyl-amino acid deamination to pyruvic acid', 0.52)","('peptidyl-serine ADP-deribosylation', 0.5)","('heptadec-1-ene metabolic process', 0.49)","('peptidyl-sarcosine incorporation', 0.49)","('N-terminal peptidyl-cysteine deamination', 0.49)"
10-methylstearate biosynthesis,"('methylgallate biosynthetic process', 0.6875)","('methylgallate biosynthetic process', 0.6875)","('methylgallate biosynthetic process', 0.6875)","('5-methylcytosine biosynthetic process', 0.66)","('5-methylcytosine biosynthetic process', 0.66)"
"10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent, yeast)","('nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay', 0.51)","('IRES-dependent translational initiation of circular RNA', 0.5)","('deadenylation-dependent decapping of nuclear-transcribed mRNA', 0.5)","('deadenylation-dependent decapping of nuclear-transcribed mRNA', 0.5)","('deadenylation-independent decapping of nuclear-transcribed mRNA', 0.5)"
"10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast)","('regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay', 0.51)","('regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay', 0.51)","('regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay', 0.51)","('regulation of deadenylation-independent decapping of nuclear-transcribed mRNA', 0.5)","('positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay', 0.5)"
11-<i>cis</i>-3-hydroxyretinal biosynthesis,"('4-hydroxyindole-3- carbonyl nitrile biosynthesis', 0.69)","(""(+)-3'-hydroxylarreatricin biosynthetic process"", 0.66)","(""(+)-3'-hydroxylarreatricin biosynthetic process"", 0.66)","('sideretin biosynthesis', 0.65)","('4-hydroxyproline biosynthetic process', 0.62)"
11-oxyandrogens biosynthesis,"('androgen biosynthetic process', 0.7017543859649122)","('androgen biosynthetic process', 0.7017543859649122)","('androgen biosynthetic process', 0.7017543859649122)","('cyanide biosynthetic process', 0.68)","('cyanide biosynthetic process', 0.68)"
12-<i>epi</i>-fischerindole biosynthesis,"('4-hydroxyindole-3- carbonyl nitrile biosynthesis', 0.62)","('sideretin biosynthesis', 0.61)","('tRNA m2,2-guanine biosynthesis', 0.6)","('tRNA 4-thiouridine biosynthesis', 0.59)","('gibberellin 12 biosynthetic process', 0.58)"
12-<i>epi</i>-hapalindole biosynthesis,"('tRNA m2,2-guanine biosynthesis', 0.65)","('4-hydroxyindole-3- carbonyl nitrile biosynthesis', 0.61)","('rhamnolipid biosynthesis', 0.5806451612903226)","('cephalosporin biosynthetic process', 0.58)","('cephalosporin biosynthetic process', 0.58)"
15-<i>epi</i>-lipoxin biosynthesis,"('fraxetin biosynthesis', 0.62)","('rhamnolipid biosynthesis', 0.62)","('lipoxin biosynthetic process', 0.6129032258064516)","('lipoxin biosynthetic process', 0.6129032258064516)","('lipoxin A4 biosynthetic process', 0.61)"
"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3)","('myo-inositol hexakisphosphate biosynthetic process', 0.71)","('myo-inositol hexakisphosphate biosynthetic process', 0.71)","('myo-inositol hexakisphosphate biosynthetic process, lipid-dependent', 0.67)","('myo-inositol hexakisphosphate biosynthetic process, lipid-independent', 0.67)","('1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process', 0.67)"
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian),"('myo-inositol hexakisphosphate biosynthetic process', 0.71)","('myo-inositol hexakisphosphate biosynthetic process', 0.71)","('myo-inositol hexakisphosphate biosynthetic process, lipid-independent', 0.69)","('myo-inositol hexakisphosphate biosynthetic process, lipid-dependent', 0.6716417910447762)","('myo-inositol hexakisphosphate metabolic process', 0.631578947368421)"
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>),"('myo-inositol hexakisphosphate biosynthetic process', 0.7)","('myo-inositol hexakisphosphate biosynthetic process', 0.7)","('myo-inositol hexakisphosphate biosynthetic process, via inositol 1,3,4-trisphosphate', 0.67)","('myo-inositol hexakisphosphate biosynthetic process, lipid-independent', 0.64)","('1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate biosynthetic process', 0.64)"
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis IV (<i>Dictyostelium</i>),"('myo-inositol hexakisphosphate biosynthetic process', 0.68)","('myo-inositol hexakisphosphate biosynthetic process', 0.68)","('myo-inositol hexakisphosphate biosynthetic process, lipid-dependent', 0.66)","('myo-inositol hexakisphosphate biosynthetic process, lipid-independent', 0.65)","('myo-inositol hexakisphosphate biosynthetic process, via inositol 1,3,4-trisphosphate', 0.6)"
"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)","('myo-inositol hexakisphosphate biosynthetic process', 0.71)","('myo-inositol hexakisphosphate biosynthetic process', 0.71)","('myo-inositol hexakisphosphate biosynthetic process, via inositol 1,3,4-trisphosphate', 0.7)","('myo-inositol hexakisphosphate biosynthetic process, lipid-dependent', 0.67)","('myo-inositol hexakisphosphate biosynthetic process, lipid-independent', 0.67)"
2'-deoxymugineic acid phytosiderophore biosynthesis,"('organic acid biosynthetic process', 0.63)","('organic acid biosynthetic process', 0.63)","('organic acid biosynthetic process', 0.63)","('organic acid biosynthetic process', 0.63)","('(R)-2-hydroxy-alpha-linolenic acid biosynthetic process', 0.62)"
"2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-&beta;,&beta;-carotene monoglucoside biosynthesis","('2-methylbut-2-enoyl-CoA(4-) biosynthetic process', 0.58)","('3-methylbut-2-enoyl-CoA(4-) biosynthetic process', 0.58)","('2-methylbut-2-enoyl-CoA(4-) biosynthetic process', 0.58)","('3-methylbut-2-enoyl-CoA(4-) biosynthetic process', 0.58)","('2-hydroxy-but-3-enyl glucosinolate biosynthetic process', 0.5594405594405595)"
"2,2'-dihydroxybiphenyl degradation","('3-(2,3-dihydroxyphenyl)propanoate biosynthetic process', 0.5681818181818182)","('3-(2,3-dihydroxyphenyl)propanoate biosynthetic process', 0.5681818181818182)","('3-(2,3-dihydroxyphenyl)propanoate biosynthetic process', 0.5681818181818182)","('3-(2,3-dihydroxyphenyl)propanoate metabolic process', 0.5647058823529412)","('3-(2,3-dihydroxyphenyl)propanoate catabolic process', 0.5647058823529412)"
"2,2'-dihydroxyketocarotenoids biosynthesis","('3,4-dihydroxybenzoate biosynthetic process', 0.67)","('3,4-dihydroxybenzoate biosynthetic process', 0.67)","('3,4-dihydroxybenzoate biosynthetic process', 0.67)","('3-(2,3-dihydroxyphenyl)propanoate biosynthetic process', 0.64)","('3-(2,3-dihydroxyphenyl)propanoate biosynthetic process', 0.64)"
"2,3-<i>cis</i>-flavanols biosynthesis","('rhamnolipid biosynthesis', 0.66)","('flavonol biosynthetic process', 0.63)","('flavonol biosynthetic process', 0.63)","('flavonol biosynthetic process', 0.63)","('flavone biosynthetic process', 0.61)"
"2,3-dihydroxybenzoate biosynthesis","('3,4-dihydroxybenzoate biosynthetic process', 0.8157894736842105)","('3,4-dihydroxybenzoate biosynthetic process', 0.8157894736842105)","('3,4-dihydroxybenzoate biosynthetic process', 0.8157894736842105)","('3,4-dihydroxybenzoate metabolic process', 0.7123287671232876)","('3,4-dihydroxybenzoate catabolic process', 0.7123287671232876)"
"2,3-dihydroxybenzoate degradation","('3,4-dihydroxybenzoate catabolic process', 0.6666666666666666)","('3,4-dihydroxybenzoate catabolic process', 0.6666666666666666)","('3,4-dihydroxybenzoate catabolic process', 0.6666666666666666)","('3,4-dihydroxybenzoate biosynthetic process', 0.64)","('3,4-dihydroxybenzoate biosynthetic process', 0.64)"
"2,3-<i>trans</i>-flavanols biosynthesis","('tRNA m2,2-guanine biosynthesis', 0.67)","('rhamnolipid biosynthesis', 0.63)","('flavonol biosynthetic process', 0.62)","('flavonol biosynthetic process', 0.62)","('flavonol biosynthetic process', 0.62)"
"2,4,5-trichlorophenoxyacetate degradation","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.7)","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.7)","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.7)","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.7)","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.7)"
"2,4,6-trichlorophenol degradation","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.6)","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.6)","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.6)","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.6)","('2,4,5-trichlorophenoxyacetic acid catabolic process', 0.6)"
"2,4,6-trinitrophenol and 2,4-dinitrophenol degradation","('2,4,6-trinitrotoluene catabolic process', 0.52)","('2,4,6-trinitrotoluene catabolic process', 0.52)","('anaerobic 2,4,6-trinitrotoluene catabolic process', 0.52)","('anaerobic 2,4,6-trinitrotoluene catabolic process', 0.52)","('4-nitrophenol catabolic process', 0.49)"
"2,4,6-trinitrotoluene degradation","('2,4,6-trinitrotoluene catabolic process', 0.7222222222222222)","('2,4,6-trinitrotoluene catabolic process', 0.7222222222222222)","('2,4,6-trinitrotoluene metabolic process', 0.6944444444444444)","('anaerobic 2,4,6-trinitrotoluene catabolic process', 0.68)","('anaerobic 2,4,6-trinitrotoluene catabolic process', 0.68)"
"2,4-dichlorophenoxyacetate degradation","('2,4-dichlorophenoxyacetic acid catabolic process', 0.67)","('2,4-dichlorophenoxyacetic acid catabolic process', 0.67)","('2,4-dichlorophenoxyacetic acid catabolic process', 0.67)","('2,4-dichlorophenoxyacetic acid catabolic process', 0.67)","('2,4-dichlorophenoxyacetic acid catabolic process', 0.67)"
"2,4-dichlorotoluene degradation","('toluene oxidation', 0.5833333333333334)","('macromolecule deacylation', 0.5714285714285714)","('target-directed miRNA degradation', 0.5625)","('target-directed miRNA degradation', 0.5625)","('target-directed miRNA degradation', 0.5625)"
"2,4-dinitroanisole degradation","('target-directed miRNA degradation', 0.57)","('target-directed miRNA degradation', 0.57)","('target-directed miRNA degradation', 0.57)","('translational elongation', 0.56)","('translational elongation', 0.56)"
"2,4-dinitrotoluene degradation","('2,4,6-trinitrotoluene catabolic process', 0.64)","('2,4,6-trinitrotoluene catabolic process', 0.64)","('4-nitrotoluene catabolic process', 0.6129032258064516)","('4-nitrotoluene catabolic process', 0.6129032258064516)","('anaerobic 2,4,6-trinitrotoluene catabolic process', 0.61)"
"2,4-xylenol degradation to protocatechuate","('toluene oxidation to catechol', 0.5633802816901409)","('toluene oxidation to catechol', 0.5633802816901409)","('glycolytic fermentation to propionate', 0.5569620253164557)","('glycolytic fermentation to propionate', 0.5569620253164557)","('glycolytic fermentation to propionate', 0.5569620253164557)"
"2,5-dichlorotoluene degradation","('toluene oxidation', 0.5833333333333334)","('macromolecule deacylation', 0.5714285714285714)","('target-directed miRNA degradation', 0.5625)","('target-directed miRNA degradation', 0.5625)","('target-directed miRNA degradation', 0.5625)"
"2,5-xylenol and 3,5-xylenol degradation","('leading strand elongation', 0.5)","('N-terminal peptidyl-serine deamination', 0.4935064935064935)","('N-terminal peptidyl-cysteine deamination', 0.4810126582278481)","('N-terminal peptidyl-threonine deamination', 0.475)","('N-terminal peptidyl-threonine deamination', 0.475)"
"2,6-dinitrotoluene degradation","('2,4,6-trinitrotoluene catabolic process', 0.64)","('2,4,6-trinitrotoluene catabolic process', 0.64)","('anaerobic 2,4,6-trinitrotoluene catabolic process', 0.61)","('anaerobic 2,4,6-trinitrotoluene catabolic process', 0.61)","('2,4,6-trinitrotoluene metabolic process', 0.6086956521739131)"
2-allylmalonyl-CoA biosynthesis,"('L-methylmalonyl-CoA biosynthetic process', 0.7323943661971831)","('L-methylmalonyl-CoA biosynthetic process', 0.7323943661971831)","('malonyl-CoA biosynthetic process', 0.7301587301587301)","('malonyl-CoA biosynthetic process', 0.7301587301587301)","('2-hydroxybenzoyl-CoA biosynthetic process', 0.6388888888888888)"
2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate,"('N-terminal protein amino acid deamination, from amino carbon', 0.53)","('N-terminal protein amino acid deamination, from amino carbon', 0.53)","('N-terminal protein amino acid deamination, from amino carbon', 0.53)","('carbon fixation by 3-hydroxypropionate cycle', 0.5)","('N-terminal protein amino acid carboxylation', 0.5)"
2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA,"('glutamate decarboxylation to succinate', 0.5)","('mitochondrial glutamyl-tRNA aminoacylation', 0.5)","('mitochondrial glutamyl-tRNA aminoacylation', 0.5)","('beta-alanine catabolic process to mevalonate semialdehyde, by transamination', 0.49295774647887325)","('mitochondrial glutaminyl-tRNA aminoacylation', 0.49)"
2-amino-3-hydroxycyclopent-2-enone biosynthesis,"('4-hydroxyindole-3- carbonyl nitrile biosynthesis', 0.64)","('2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine-tRNA biosynthesis', 0.6379310344827587)","('3-(3-hydroxyphenyl)propanoate biosynthetic process', 0.5979381443298969)","('3-(3-hydroxyphenyl)propanoate biosynthetic process', 0.5979381443298969)","('4-amino-3-isothiazolidinone biosynthetic process', 0.59)"
2-aminoethylphosphonate biosynthesis,"('2-aminoethylphosphonate metabolic process', 0.78)","('2-aminoethylphosphonate catabolic process', 0.78)","('2-aminoethylphosphonate metabolic process', 0.78)","('2-aminoethylphosphonate catabolic process', 0.78)","('inositol phosphate biosynthetic process', 0.6933333333333334)"
2-aminoethylphosphonate degradation I,"('2-aminoethylphosphonate catabolic process', 0.72)","('2-aminoethylphosphonate catabolic process', 0.72)","('2-aminoethylphosphonate metabolic process', 0.717948717948718)","('2-aminoethylphosphonate metabolic process', 0.717948717948718)","('2-aminobenzenesulfonate desulfonation', 0.5945945945945946)"
2-aminoethylphosphonate degradation II,"('2-aminoethylphosphonate catabolic process', 0.71)","('2-aminoethylphosphonate catabolic process', 0.71)","('2-aminoethylphosphonate metabolic process', 0.7088607594936709)","('2-aminoethylphosphonate metabolic process', 0.7088607594936709)","('regulation of pentose-phosphate shunt', 0.59)"
2-aminoethylphosphonate degradation III,"('2-aminoethylphosphonate metabolic process', 0.7)","('2-aminoethylphosphonate catabolic process', 0.7)","('2-aminoethylphosphonate metabolic process', 0.7)","('2-aminoethylphosphonate catabolic process', 0.7)","('regulation of pentose-phosphate shunt', 0.58)"
2-aminophenol degradation,"('plasminogen activation', 0.5957446808510638)","('guanine deglycation', 0.5909090909090909)","('polyamine deacetylation', 0.5833333333333334)","('polyamine deacetylation', 0.5833333333333334)","('2-aminobenzenesulfonate desulfonation', 0.5806451612903226)"
2-arachidonoylglycerol biosynthesis,"('acylglycerol biosynthetic process', 0.71)","('acylglycerol biosynthetic process', 0.71)","('acylglycerol biosynthetic process', 0.71)","('monoacylglycerol biosynthetic process', 0.6944444444444444)","('monoacylglycerol biosynthetic process', 0.6944444444444444)"
"2-carboxy-1,4-naphthoquinol biosynthesis","('4-hydroxyindole-3- carbonyl nitrile biosynthesis', 0.64)","('tRNA 4-thiouridine biosynthesis', 0.5915492957746479)","('fraxetin biosynthesis', 0.5901639344262295)","('PEP carboxykinase C4 photosynthesis', 0.5866666666666667)","('carboxylic acid biosynthetic process', 0.58)"
2-chloroacrylate degradation I,"('chlororespiration', 0.6)","('chloroplast RNA modification', 0.59)","('chloroplast mRNA modification', 0.58)","('chloroplast mRNA modification', 0.58)","('acyl deglucuronidation', 0.58)"
2-chloroacrylate degradation II,"('chlororespiration', 0.5833333333333334)","('chloroplast RNA modification', 0.58)","('chloroplast mRNA modification', 0.57)","('chloroplast mRNA modification', 0.57)","('acyl deglucuronidation', 0.57)"
2-chlorobenzoate degradation,"('2,4-dichlorobenzoate catabolic process', 0.6363636363636364)","('2,4-dichlorobenzoate catabolic process', 0.6363636363636364)","('2,4-dichlorobenzoate catabolic process', 0.6363636363636364)","('2,4-dichlorobenzoate catabolic process', 0.6363636363636364)","('2,4-dichlorobenzoate metabolic process', 0.61)"
2-deoxy-&alpha;-D-ribose 1-phosphate degradation,"('deoxyribose 5-phosphate phosphorylation', 0.6666666666666666)","('2-deoxyribose 1-phosphate catabolic process', 0.6593406593406593)","('2-deoxyribose 1-phosphate biosynthetic process', 0.6382978723404256)","('1-deoxy-D-xylulose 5-phosphate catabolic process', 0.6)","('1-deoxy-D-xylulose 5-phosphate catabolic process', 0.6)"
2-deoxy-D-glucose 6-phosphate degradation,"('1-deoxy-D-xylulose 5-phosphate catabolic process', 0.6741573033707865)","('1-deoxy-D-xylulose 5-phosphate catabolic process', 0.6741573033707865)","('glucose 1-phosphate phosphorylation', 0.6578947368421053)","('glucose 1-phosphate phosphorylation', 0.6578947368421053)","('1-deoxy-D-xylulose 5-phosphate biosynthetic process', 0.6521739130434783)"
2-deoxy-D-ribose degradation I,"('ATP generation from poly-ADP-D-ribose', 0.6)","('target-directed miRNA degradation', 0.6)","('target-directed miRNA degradation', 0.6)","('target-directed miRNA degradation', 0.6)","('ATP generation from poly-ADP-D-ribose', 0.6)"
