Pathways	Object ID
methylthiopropanoate degradation I (cleavage)	PWY-6048
methylthiopropanonate degradation II (demethylation)	PWY-6045
methylwyosine biosynthesis	PWY-7285
methymycin, neomethymycin and novamethymycin biosynthesis	PWY-7422
mevalonate degradation	PWY-5074
mevalonate pathway I (eukaryotes and bacteria)	PWY-922
mevalonate pathway II (haloarchaea)	PWY-6174
mevalonate pathway III (Thermoplasma)	PWY-7524
mevalonate pathway IV (archaea)	PWY-8125
microcin B17 biosynthesis	PWY-8119
microcin C biosynthesis	PWY-8387
mimosine biosynthesis	PWY-4985
mineralocorticoid biosynthesis	PWY66-382
misacylated tRNA editing	PWY-8455
mithramycin biosynthesis	PWY-7045
mitochondrial L-carnitine shuttle	PWY-6111
mitochondrial NADPH production (yeast)	PWY-7269
mitomycin biosynthesis	PWY-8039
mixed acid fermentation	FERMENTATION-PWY
molybdenum cofactor biosynthesis	PWY-8171
molybdenum cofactor sulfulylation (eukaryotes)	PWY-5963
molybdopterin biosynthesis	PWY-6823
momilactone A biosynthesis	PWY-7477
mono-<i>trans</i>, poly-<i>cis</i> decaprenyl phosphate biosynthesis	PWY-6383
monoacylglycerol metabolism (yeast)	PWY-7420
monoacylsucrose biosynthesis (<i>Solanum</i>)	PWY18C3-8
monolignol biosynthesis	PWY-361
monolignol glucosides biosynthesis	PWY-83
monoterpene biosynthesis	PWY-3041
morphine biosynthesis	PWY-5270
mRNA capping I	PWY-7375
mRNA capping II	PWY-7379
mucin core 1 and core 2 <i>O</i>-glycosylation	PWY-7433
mucin core 3 and core 4 <i>O</i>-glycosylation	PWY-7435
mupirocin biosynthesis	PWY-8012
muropeptide degradation	PWY0-1546
mycinamicin biosynthesis	PWY-7412
mycobacterial sulfolipid biosynthesis	PWY-7746
mycobactin biosynthesis	PWY185E-1
mycocyclosin biosynthesis	PWY-7236
mycofactocin biosynthesis	PWY-8122
mycolate biosynthesis	PWYG-321
mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	PWY-6397
mycothiol biosynthesis	PWY1G-0
mycothiol oxidation	PWY1G-126
mycothiol-mediated detoxification	PWY1G-1
<i>myo</i>-, <i>chiro</i>- and <i>scyllo</i>-inositol degradation	PWY-7237
<i>myo</i>-inositol biosynthesis	PWY-2301
<I>myo</I>-inositol degradation I	P562-PWY
<I>myo</I>-inositol degradation II	PWY-7241
myricetin gentiobioside biosynthesis	PWY-7140
myxochelin A and B biosynthesis	PWY-8383
myxol-2' fucoside biosynthesis	PWY-6279
<i>N</i>-(1-deoxy-D-fructos-1-yl)-L-asparagine degradation	PWY-8402
<i>N</i>-3-oxalyl-L-2,3-diaminopropanoate biosynthesis	PWY-8071
<i>N</i>-acetyl-D-galactosamine degradation	PWY-7077
<i>N</i>-acetylglucosamine degradation I	GLUAMCAT-PWY
<i>N</i>-acetylglucosamine degradation II	PWY-6517
<i>N</i>-acetylglutaminylglutamine amide biosynthesis	PWY-7054
<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	PWY0-1324
<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation II	PWY-7581
<i>N</i>-cyclopropylmelamine degradation	PWY-5171
N-end rule pathway I (prokaryotic)	PWY-7801
N-end rule pathway II (prokaryotic)	PWY-7802
N-glucosylnicotinate metabolism	PWY-5388
<i>N</i>-hydroxy-L-pipecolate biosynthesis	PWY-7861
<i>N</i>-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose biosynthesis	PWY-7463
<i>N</i>-methylpyrrolidone degradation	PWY-7978
<i>N</i><sup>1</sup>-methyl-<i>N</i><sup>3</sup>-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis	PWY-8341
N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis	PWY0-1587
NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	PWY-5653
NAD biosynthesis from nicotinamide	NAD-BIOSYNTHESIS-III
NAD <i>de novo</i> biosynthesis I	PYRIDNUCSYN-PWY
NAD <i>de novo</i> biosynthesis II (from tryptophan)	NADSYN-PWY
NAD <i>de novo</i> biosynthesis III	PWY-8352
NAD <i>de novo</i> biosynthesis IV (anaerobic)	PWY-8277
NAD phosphorylation and dephosphorylation	NADPHOS-DEPHOS-PWY
NAD phosphorylation and transhydrogenation	NADPHOS-DEPHOS-PWY-1
NAD salvage (plants)	PWY-5381
NAD salvage pathway I (PNC VI cycle)	PYRIDNUCSAL-PWY
NAD salvage pathway II (PNC IV cycle)	PWY-7761
NAD salvage pathway III (to nicotinamide riboside)	NAD-BIOSYNTHESIS-II
NAD salvage pathway IV (from nicotinamide riboside)	PWY3O-4106
NAD salvage pathway V (PNC V cycle)	PWY3O-4107
NAD(P)/NADPH interconversion	PWY-5083
NADH repair (eukaryotes)	PWY-6938
NADH repair (prokaryotes)	PWY-6938-1
NADH to cytochrome <i>aa<sub>3</sub></i> oxidase electron transfer	PWY2O6K-2
NADH to cytochrome <i>bd</i> oxidase electron transfer I	PWY0-1334
NADH to cytochrome <i>bd</i> oxidase electron transfer II	PWY0-1568
NADH to cytochrome <i>bo</i> oxidase electron transfer I	PWY0-1335
NADH to cytochrome <i>bo</i> oxidase electron transfer II	PWY0-1567
NADH to dimethyl sulfoxide electron transfer	PWY0-1348
NADH to fumarate electron transfer	PWY0-1336
NADH to hydrogen peroxide electron transfer	PWY0-1590
NADH to nitrate electron transfer	PWY2O6K-4
NADH to trimethylamine <i>N</i>-oxide electron transfer	PWY0-1347
NADP biosynthesis	PWY-8148
NADPH repair (eukaryotes)	PWY-8137
NADPH repair (prokaryotes)	PWY-8136
NADPH to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	PWY-8271
naphthalene degradation (aerobic)	PWY-5427
naphthalene degradation (anaerobic)	PWY-7620
naphthalene degradation to acetyl-CoA	PWY-6956
naphthomycin biosynthesis	PWY-8038
narbomycin, pikromycin and novapikromycin biosynthesis	PWY-7421
naringenin biosynthesis (engineered)	PWY-7397
naringenin <i>C</i>-glucosylation	PWY-6602
naringenin glycoside biosynthesis	PWY-5094
neoabietic acid biosynthesis	PWY-5413
neolacto-series glycosphingolipids biosynthesis	PWY-7841
neolinustatin bioactivation	PWY-7092
neomycin biosynthesis	PWY-7016
neopentalenoketolactone and pentalenate biosynthesis	PWY-6919
neoxaline biosynthesis	PWY-7608
neoxanthin biosynthesis	PWY-6809
nepetalactone biosynthesis	PWY-8069
nerol biosynthesis	PWY-8177
neurosporaxanthin biosynthesis	PWY-6681
neurosporene biosynthesis	PWY-6287
nevadensin biosynthesis	PWY-7298
nicotinate degradation I	PWY-722
nicotinate degradation II	PWY-5033
nicotinate degradation III	PWY-5055
nicotinate riboside salvage pathway I	PWY3O-224
nicotine biosynthesis	PWY-5316
nicotine degradation I (pyridine pathway)	P181-PWY
nicotine degradation II (pyrrolidine pathway)	PWY-6993
nicotine degradation III (VPP pathway)	PWY-7128
nicotine degradation IV	PWY66-201
nicotine degradation V	PWY66-221
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	PWY-8319
nitrate reduction I (denitrification)	DENITRIFICATION-PWY
nitrate reduction II (assimilatory)	PWY-381
nitrate reduction III (dissimilatory)	PWY0-1321
nitrate reduction IV (dissimilatory)	PWY-5674
nitrate reduction IX (dissimilatory)	PWY0-1581
nitrate reduction V (assimilatory)	PWY-5675
nitrate reduction VI (assimilatory)	PWY490-3
nitrate reduction VII (denitrification)	PWY-6748
nitrate reduction VIII (dissimilatory)	PWY0-1352
nitrate reduction VIIIb (dissimilatory)	PWY0-1573
nitric oxide biosynthesis I (plants)	PWY-6845
nitric oxide biosynthesis II (mammals)	PWY-4983
nitric oxide biosynthesis III (bacteria)	PWY-7860
nitrifier denitrification	PWY-7084
nitrilotriacetate degradation	PWY-6021
nitrite biosynthesis	PWY-8295
nitrite oxidation	P282-PWY
nitrite reduction (hemoglobin)	PWY-7683
nitrite-dependent anaerobic methane oxidation	PWY-6523
nitrobenzene degradation I	PWY-5637
nitrobenzene degradation II	PWY-5640
nitroethane degradation	PWY-5355
nitrogen fixation I (ferredoxin)	N2FIX-PWY
nitrogen fixation II (flavodoxin)	PWY-7576
nitrogen remobilization from senescing leaves	PWY-6549
nitroglycerin degradation	P201-PWY
nivalenol biosynthesis	PWY-7713
nocardicin A biosynthesis	PWY-7797
nonaprenyl diphosphate biosynthesis I	PWY-5805
nonaprenyl diphosphate biosynthesis II	PWY-6520
nopaline degradation	NOPALINEDEG-PWY
noradrenaline and adrenaline degradation	PWY-6342
norspermidine biosynthesis	PWY-6562
noscapine biosynthesis	PWY-7138
nostoxanthin biosynthesis	PWY-7175
notoamide C and D biosynthesis	PWY-7604
novobiocin biosynthesis	PWY-7287
nucleoside and nucleotide degradation (archaea)	PWY-5532
nucleoside and nucleotide degradation (halobacteria)	PWY-8440
nylon-6 oligomer degradation	P621-PWY
nystatin biosynthesis	PWY-7624
<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	OANTIGEN-PWY
ochratoxin A biosynthesis	PWY-8116
octane oxidation	P221-PWY
octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	PWY-7388
octaprenyl diphosphate biosynthesis	PWY-5783
octopamine biosynthesis	PWY-7297
octopine degradation	OCTOPINEDEG-PWY
odd <i>iso</i>-branched-chain fatty acid biosynthesis	PWY-8174
okenone biosynthesis	PWY-7591
oleandomycin activation/inactivation	PWY-6972
oleandomycin biosynthesis	PWY-6971
oleanolate biosynthesis	PWY-7069
oleate &beta;-oxidation	PWY0-1337
oleate &beta;-oxidation (isomerase-dependent, yeast)	PWY-7291
oleate &beta;-oxidation (reductase-dependent, yeast)	PWY-7307
oleate &beta;-oxidation (thioesterase-dependent, yeast)	PWY-7292
oleate biosynthesis I (plants)	PWY-5147
oleate biosynthesis II (animals and fungi)	PWY-5996
oleate biosynthesis III (cyanobacteria)	PWY-7587
oleate biosynthesis IV (anaerobic)	PWY-7664
oleoresin monoterpene volatiles biosynthesis	PWY-5423
oleoresin sesquiterpene volatiles biosynthesis	PWY-5425
oligomeric urushiol biosynthesis	PWY-5787
olivetol biosynthesis	PWY-7105
&omega;-sulfo-II-dihydromenaquinone-9 biosynthesis	PWY-7781
omphalotin biosynthesis	PWY-8156
ophiobolin F biosynthesis	PWY-7720
ophthalmate biosynthesis	PWY-8043
orcinol degradation	P342-PWY
orientin and isoorientin biosynthesis I	PWY-7188
ornithine lipid biosynthesis	PWY-6818
orthanilate degradation	2ASDEG-PWY
<i>ortho</i>-quinones biosynthesis	PWY-6752
oryzalexin A, B, and C biosynthesis	PWY-7489
oryzalexin D and E biosynthesis	PWY-7478
oryzalide A biosynthesis	PWY-7481
oxalate biosynthesis	PWY-6699
oxalate degradation I	PWY-6694
oxalate degradation II	PWY-6695
oxalate degradation III	PWY-6696
oxalate degradation IV	PWY-6697
oxalate degradation V	PWY-6698
oxalate degradation VI	PWY-7985
oxygenic photosynthesis	PHOTOALL-PWY
<i>p</i>-cumate degradation	PWY-5273
<I>p</I>-cumate degradation to 2-hydroxypentadienoate	PWY-5163
<I>p</I>-cymene degradation	PWY-5266
<I>p</I>-cymene degradation to <I>p</I>-cumate	PWY-741
p-HBAD biosynthesis	PWY-7745
paerucumarin biosynthesis	PWY-7955
palmatine biosynthesis	PWY-5470
palmitate biosynthesis I (type I fatty acid synthase)	PWY-5994
palmitate biosynthesis II (type II fatty acid synthase)	PWY-5971
palmitate biosynthesis III	PWY-8279
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	PWY-6282
palmitoleate biosynthesis II (plants and bacteria)	PWY-5366
palmitoleate biosynthesis III (cyanobacteria)	PWY-7589
palmitoleate biosynthesis IV (fungi and animals)	PWY3O-1801
palmitoyl ethanolamide biosynthesis	PWY-8055
palustric acid biosynthesis	PWY-5414
papaverine biosynthesis	PWY-7363
paraoxon degradation	PWY-5490
parathion degradation	PARATHION-DEGRADATION-PWY
parkeol biosynthesis	PWY-8027
paromamine biosynthesis I	PWY-7014
paromamine biosynthesis II	PWY-7022
paromomycin biosynthesis	PWY-7018
partial TCA cycle (obligate autotrophs)	PWY-5913
paspaline biosynthesis	PWY-7492
patchoulol biosynthesis	PWY-6258
patellamide A and C biosynthesis	PWY-8118
patulin biosynthesis	PWY-7490
paxilline and diprenylpaxilline biosynthesis	PWY-7493
pectin degradation I	PWY-7246
pectin degradation II	PWY-7248
pectin degradation III	PWY-1081
pederin biosynthesis	PWY-8049
pelargonidin conjugates biosynthesis	PWY-5139
pelargonidin diglucoside biosynthesis (acyl-glucose dependent)	PWY-7259
penicillin G and penicillin V biosynthesis	PWY-7716
penicillin K biosynthesis	PWY-5630
penigequinolone biosynthesis	PWY-8389
pentachlorophenol degradation	PCPDEG-PWY
pentacyclic triterpene biosynthesis	PWY-7251
pentagalloylglucose biosynthesis	PWY-5475
pentaketide chromone biosynthesis	PWY-12
pentalenolactone biosynthesis	PWY-6915
pentose phosphate pathway	PENTOSE-P-PWY
pentose phosphate pathway (non-oxidative branch) I	NONOXIPENT-PWY
pentose phosphate pathway (non-oxidative branch) II	PWY-8178
pentose phosphate pathway (oxidative branch) I	OXIDATIVEPENT-PWY
pentose phosphate pathway (oxidative branch) II	PWY-7796
pentose phosphate pathway (partial)	P21-PWY
peptido-conjugates in tissue regeneration biosynthesis	PWY-8355
peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	PEPTIDOGLYCANSYN-PWY
peptidoglycan biosynthesis II (staphylococci)	PWY-5265
peptidoglycan biosynthesis III (mycobacteria)	PWY-6385
peptidoglycan biosynthesis IV (<i>Enterococcus faecium</i>)	PWY-6471
peptidoglycan biosynthesis V (&beta;-lactam resistance)	PWY-6470
peptidoglycan cross-bridge biosynthesis I (<i>S. aureus</i>)	PWY-6459
peptidoglycan cross-bridge biosynthesis II (<i>E. faecium</i>)	PWY-6461
peptidoglycan cross-bridge biosynthesis III (<i>Enterococcus faecalis</i>)	PWY-6462
peptidoglycan cross-bridge biosynthesis IV (<i>Weissella viridescens</i>)	PWY-6463
peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	PWY0-1586
peptidoglycan recycling I	PWY0-1261
peptidoglycan recycling II	PWY-7883
peramine biosynthesis	PWY-7600
perchlorate reduction	PWY-6530
perillyl aldehyde biosynthesis	PWY-6436
periplasmic disulfide bond formation	PWY0-1599
periplasmic disulfide bond reduction	PWY0-1600
petrobactin biosynthesis	PWY-6289
petroselinate biosynthesis	PWY-5367
phaselate biosynthesis	PWY-6320
phaseollin biosynthesis	PWY-3042
phenazine-1-carboxylate biosynthesis	PWY-5770
phenol degradation I (aerobic)	PWY-5418
phenol degradation II (anaerobic)	PHENOLDEG-PWY
phenolic malonylglucosides biosynthesis	PWY-6930
phenolphthiocerol biosynthesis	PWY-7742
phenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	PWY-7961
phenylacetate degradation I (aerobic)	PWY0-321
phenylacetate degradation II (anaerobic)	PWY-1341
phenylethanol biosynthesis	PWY-5751
phenylethanol degradation	PWY-8162
phenylethanol glycoconjugate biosynthesis	PWY-7074
phenylethyl acetate biosynthesis	PWY-7075
phenylethylamine degradation I	2PHENDEG-PWY
phenylethylamine degradation II	PWY-6534
phenylmercury acetate degradation	P641-PWY
phenylphenalenone biosynthesis	PWY-6438
phenylpropanoid biosynthesis, initial reactions	PWY1F-467
phenylpropanoid volatiles glycoconjugation (tomato)	PWY18C3-21
phenylpropanoids methylation (ice plant)	PWY-7498
pheomelanin biosynthesis	PWY-7917
phloridzin biosynthesis	PWY-6515
phosalacine biosynthesis	PWY-7769
phosphate acquisition	PWY-6348
phosphatidate biosynthesis (yeast)	PWY-7411
phosphatidate metabolism, as a signaling molecule	PWY-7039
phosphatidylcholine acyl editing	PWY-6803
phosphatidylcholine biosynthesis I	PWY3O-450
phosphatidylcholine biosynthesis II	PWY4FS-2
phosphatidylcholine biosynthesis III	PWY4FS-3
phosphatidylcholine biosynthesis IV	PWY4FS-4
phosphatidylcholine biosynthesis V	PWY-6825
phosphatidylcholine biosynthesis VI	PWY-6826
phosphatidylcholine biosynthesis VII	PWY-7470
phosphatidylcholine resynthesis via glycerophosphocholine	PWY-7367
phosphatidylethanolamine biosynthesis II	PWY4FS-6
phosphatidylethanolamine biosynthesis III	PWY-6273
phosphatidylglycerol biosynthesis I	PWY4FS-7
phosphatidylglycerol biosynthesis II	PWY4FS-8
phosphatidylglycerol degradation	PWY-7366
phosphatidylinositol biosynthesis I (bacteria)	PWY-6580
phosphatidylinositol biosynthesis II (eukaryotes)	PWY-7625
phosphatidylinositol mannoside biosynthesis	PWY-7885
phosphatidylserine and phosphatidylethanolamine biosynthesis I	PWY-5669
phosphatidylserine biosynthesis I	PWY-7501
phosphatidylserine biosynthesis II	PWY-7506
phosphinothricin tripeptide biosynthesis	PWY-6322
phospholipases	LIPASYN-PWY
phospholipid desaturation	PWY-762
phospholipid remodeling (phosphatidate, yeast)	PWY-7417
phospholipid remodeling (phosphatidylcholine, yeast)	PWY-7416
phospholipid remodeling (phosphatidylethanolamine, yeast)	PWY-7409
phosphonoacetate degradation	P483-PWY
phosphopantothenate biosynthesis I	PANTO-PWY
phosphopantothenate biosynthesis II	PWY-3961
phosphopantothenate biosynthesis III (archaea)	PWY-6654
photorespiration I	PWY-181
photorespiration II	PWY-8362
photorespiration III	PWY-8363
photosynthesis light reactions	PWY-101
photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	PWY-7218
phthalate degradation (aerobic)	PWY5F9-3233
phthiocerol biosynthesis	PWY-7741
phycocyanobilin biosynthesis	PWY-5917
phycoerythrobilin biosynthesis I	PWY-5915
phycoerythrobilin biosynthesis II	PWY-7580
phycourobilin biosynthesis	PWY-7579
phycoviolobilin biosynthesis	PWY-7578
phylloquinol biosynthesis	PWY-5027
phytate degradation I	PWY-4702
phytate degradation II	PWY-4781
phytocassanes biosynthesis, shared reactions	PWY-7484
phytochelatins biosynthesis	PWY-6745
phytochromobilin biosynthesis	PWY-7170
phytol degradation	PWY66-389
phytol salvage pathway	PWY-5107
phytosterol biosynthesis (plants)	PWY-2541
phytyl diphosphate biosynthesis	PWY-5063
picolinate degradation	PWY-8085
pinitol biosynthesis I	PWY-6738
pinitol biosynthesis II	PWY-6739
pinobanksin biosynthesis	PWY-5059
pinocembrin <i>C</i>-glucosylation	PWY-7189
pinolenate and coniferonate biosynthesis	PWY-7152
pinoresinol degradation	PWY-7982
pinosylvin metabolism	PWY-5045
piperine biosynthesis	PWY-5752
plant arabinogalactan type II degradation	PWY-8006
plasmalogen biosynthesis I (aerobic)	PWY-7782
plasmalogen biosynthesis II (anaerobic)	PWY-8335
plasmalogen degradation	PWY-7783
plastoquinol-9 biosynthesis I	PWY-1581
plastoquinol-9 biosynthesis II	PWY-6978
platensimycin biosynthesis	PWY-8179
plaunotol biosynthesis	PWY-6691
plumbagin biosynthesis	PWY-6314
podophyllotoxin glucosides metabolism	PWY-7491
poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis	PWY-7819
poly(glycerol phosphate) wall teichoic acid biosynthesis	TEICHOICACID-PWY
poly(ribitol phosphate) wall teichoic acid biosynthesis I (<i>B. subtilis</i>)	PWY-7815
poly(ribitol phosphate) wall teichoic acid biosynthesis II (<i>S. aureus</i>)	PWY-7816
poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine biosynthesis	PWY0-1609
poly-&gamma;-D-glutamate biosynthesis	PWY-8439
poly-hydroxy fatty acids biosynthesis	PWY-6710
polyacyltrehalose biosynthesis	PWY-7738
polybrominated biphenyls and diphenyl ethers biosynthesis	PWY-7932
polybrominated dihydroxylated diphenyl ethers biosynthesis	PWY-7934
polybrominated phenols biosynthesis	PWY-7929
polyethylene terephthalate degradation	PWY-7794
polyhydroxybutanoate biosynthesis	PWY1-3
polyhydroxydecanoate biosynthesis	PWY-6657
polyisoprenoid biosynthesis (<i>E. coli</i>)	POLYISOPRENSYN-PWY
polymethylated kaempferol biosynthesis	PWY-7163
polymethylated myricetin biosynthesis (tomato)	PWY-7160
polymethylated quercetin biosynthesis	PWY-7161
polymethylated quercetin glucoside biosynthesis I - quercetin series (Chrysosplenium)	PWY-7150
polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)	PWY-7151
polymyxin A biosynthesis	PWY-7441
polymyxin resistance	PWY0-1338
polyphosphate metabolism	PWY-8138
polyvinyl alcohol degradation	PWY-6464
ponciretin biosynthesis	PWY-5118
porphyran degradation	PWY-6815
<i>Porphyromonas gingivalis</i> lipopolysaccharide (O-LPS) biosynthesis (final steps)	PWY-8422
<i>Porphyromonas gingivalis</i> O-LPS antigen biosynthesis	PWY-8228
ppGpp metabolism	PPGPPMET-PWY
pregnenolone biosynthesis	PWY66-377
prenylated FMNH<sub>2</sub> biosynthesis	PWY0-1597
preQ<sub>0</sub> biosynthesis	PWY-6703
proanthocyanidins biosynthesis from flavanols	PWY-641
procollagen hydroxylation and glycosylation	PWY-7894
prodigiosin biosynthesis	PWY-7547
progesterone biosynthesis	PWY-7299
proline betaine degradation I	P561-PWY
proline betaine degradation II	PWY-8109
proline to cytochrome <i>bo</i> oxidase electron transfer	PWY0-1544
propane degradation I	PWY-7774
propane degradation II	PWY-7775
propanethial <i>S</i>-oxide biosynthesis	PWY-5707
propanoate fermentation to 2-methylbutanoate	PWY-5109
propanoyl CoA degradation I	PROPIONMET-PWY
propanoyl-CoA degradation II	PWY-7574
propene degradation	PWY-5534
protectin biosynthesis	PWY-8357
protective electron sinks in the thylakoid membrane (PSII to PTOX)	PWY1YI0-7
protein citrullination	PWY-4921
protein <i>N</i>-glycosylation (bacterial)	PWY-7031
protein <I>N</i>-glycosylation (<i>Haloferax volcanii</i>)	PWY-7661
protein <I>N</i>-glycosylation (<i>Methanococcus voltae</i>)	PWY-7658
protein <i>N</i>-glycosylation initial phase (eukaryotic)	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS
protein <i>N</i>-glycosylation processing of mannoproteins (<i>cis-Golgi</i>, yeast)	PWY-8323
protein <i>N</i>-glycosylation processing of proteins targeted for retention in cellular organelles (<i>cis-Golgi</i>, yeast)	PWY-8322
protein <i>N</i>-glycosylation processing phase (endoplasmic reticulum, yeast)	PWY-7918
protein <i>N</i>-glycosylation processing phase (plants and animals)	PWY-7919
protein NEDDylation	PWY-7899
protein <i>O</i>-glycosylation (Neisseria)	PWY-7037
protein <I>O</i>-mannosylation I (yeast)	PWY-7921
protein <I>O</i>-mannosylation II (mammals, core M1 and core M2)	PWY-7922
protein <I>O</i>-mannosylation III (mammals, core M3)	PWY-7979
protein <i>O</i>-[<i>N</i>-acetyl]-glucosylation	PWY-7437
protein Pupylation and dePupylation	PWY-7893
protein <i>S</i>-nitrosylation and denitrosylation	PWY-7798
protein SAMPylation and SAMP-mediated thiolation	PWY-7887
protein ubiquitination	PWY-7511
protocatechuate degradation I (<I>meta</I>-cleavage pathway)	P184-PWY
protocatechuate degradation II (ortho-cleavage pathway)	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY
protocatechuate degradation III (<I>para</I>-cleavage pathway)	PWY-6336
PRPP biosynthesis	PWY0-662
prunasin and amygdalin biosynthesis	PWY-7824
pseudomonine biosynthesis	PWY-7983
pseudouridine degradation	PWY-6019
psilocybin biosynthesis	PWY-7936
pterocarpan phytoalexins modification (maackiain, medicarpin, pisatin, phaseollin)	PWY-7615
pterostilbene biosynthesis	PWY-6665
puerarin degradation	PWY-8445
pulcherrimin biosynthesis	PWY8J2-20
punicate biosynthesis	PWY-5374
purine deoxyribonucleosides degradation I	PWY-7179
purine deoxyribonucleosides degradation II	PWY-7179-1
purine deoxyribonucleosides salvage	PWY-7224
purine nucleobases degradation I (anaerobic)	P164-PWY
purine nucleobases degradation II (anaerobic)	PWY-5497
purine nucleotides degradation I (plants)	PWY-5044
purine nucleotides degradation II (aerobic)	PWY-6353
purine ribonucleosides degradation	PWY0-1296
puromycin biosynthesis	PWY-5929
putrebactin biosynthesis	PWY-6378
putrescine biosynthesis I	PWY-40
putrescine biosynthesis II	PWY-43
putrescine biosynthesis III	PWY-46
putrescine degradation I	PUTDEG-PWY
putrescine degradation II	PWY0-1221
putrescine degradation III	PWY-0
putrescine degradation IV	PWY-2
putrescine degradation V	PWY-3
pyochelin biosynthesis	PWY-6408
pyocyanin biosynthesis	PWY-6666
pyoluteorin biosynthesis	PWY-7930
pyoverdine I biosynthesis	PWY-6409
pyrethrin I biosynthesis	PWY-6926
pyridoxal 5'-phosphate biosynthesis I	PYRIDOXSYN-PWY
pyridoxal 5'-phosphate biosynthesis II	PWY-6466
pyridoxal 5'-phosphate salvage I	PLPSAL-PWY
pyridoxal 5'-phosphate salvage II (plants)	PWY-7204
pyrimidine deoxyribonucleosides degradation	PWY-7181
pyrimidine deoxyribonucleosides salvage	PWY-7199
pyrimidine deoxyribonucleotide phosphorylation	PWY-7197
pyrimidine deoxyribonucleotides biosynthesis from CTP	PWY-7210
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	PWY-7184
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	PWY-7187
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	PWY-6545
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV	PWY-7198
pyrimidine deoxyribonucleotides dephosphorylation	PWY-7206
pyrimidine nucleobases salvage I	PWY-7183
pyrimidine nucleobases salvage II	PWY-7194
pyrimidine ribonucleosides degradation	PWY0-1295
pyrimidine ribonucleosides salvage I	PWY-7193
pyrimidine ribonucleosides salvage II	PWY-6556
pyrimidine ribonucleosides salvage III	PWY-7195
pyrrolnitrin biosynthesis	PWY-6831
pyrrolomycin biosynthesis	PWY-8210
pyrroloquinoline quinone biosynthesis	PWY-6420
pyruvate decarboxylation to acetyl CoA I	PYRUVDEHYD-PWY
pyruvate decarboxylation to acetyl CoA II	PWY-6970
pyruvate decarboxylation to acetyl CoA III	PWY-8275
pyruvate fermentation to (<i>R</i>)-acetoin I	PWY-5938
pyruvate fermentation to (<i>R</i>)-acetoin II	PWY-5939
pyruvate fermentation to (<i>R</i>)-lactate	PWY-8274
pyruvate fermentation to (<i>S</i>)-acetoin	PWY-6389
pyruvate fermentation to (<i>S</i>)-lactate	PWY-5481
pyruvate fermentation to acetate and (<i>S</i>)-lactate I	P41-PWY
pyruvate fermentation to acetate and alanine	PWY-5096
pyruvate fermentation to acetate and lactate II	PWY-5100
pyruvate fermentation to acetate I	P142-PWY
pyruvate fermentation to acetate II	PWY-5482
pyruvate fermentation to acetate III	PWY-5483
pyruvate fermentation to acetate IV	PWY-5485
pyruvate fermentation to acetate V	PWY-5537
pyruvate fermentation to acetate VI	PWY-5538
pyruvate fermentation to acetate VII	PWY-5600
pyruvate fermentation to acetate VIII	PWY-5768
pyruvate fermentation to acetoin	PWY3O-440
pyruvate fermentation to acetone	PWY-6588
pyruvate fermentation to butanoate	CENTFERM-PWY
pyruvate fermentation to butanol I	PWY-6583
pyruvate fermentation to butanol II (engineered)	PWY-6883
pyruvate fermentation to ethanol I	PWY-5480
pyruvate fermentation to ethanol II	PWY-5486
pyruvate fermentation to ethanol III	PWY-6587
pyruvate fermentation to hexanol (engineered)	PWY-6863
pyruvate fermentation to isobutanol (engineered)	PWY-7111
pyruvate fermentation to propanoate I	P108-PWY
pyruvate to cytochrome <i>bd</i> oxidase electron transfer	PWY-7545
pyruvate to cytochrome <i>bo</i> oxidase electron transfer	PWY-7544
pyruvate-derived opine biosynthesis I (bacteria)	PWY-8450
pyruvate-derived opine biosynthesis II (marine invertebrates)	PWY-7351
pyruvoyl group formation from L-serine	PWY-8057
