,TopMatch1,TopMatch2,TopMatch3,TopMatch4,TopMatch5
Type I diabetes mellitus,"('mevalonate pathway I (eukaryotes and bacteria)', 0.5)","('methylsalicylate biosynthesis', 0.49)","('sterol biosynthesis (methylotrophs)', 0.49)","('cellulose biosynthesis', 0.48)","('2-methylcitrate cycle I', 0.47)"
Maturity onset diabetes of the young,"('superpathway of fatty acid biosynthesis II (plant)', 0.48)","('acetate conversion to acetyl-CoA', 0.47)","('superpathway of L-threonine biosynthesis', 0.47)","('superpathway of butirocin biosynthesis', 0.46)","('superpathway of L-threonine metabolism', 0.46)"
Alcoholic liver disease,"('glycolysis IV', 0.5)","('polyvinyl alcohol degradation', 0.5)","('choline degradation IV', 0.49)","('chitin deacetylation', 0.47)","('dihydroconiferyl alcohol biosynthesis', 0.47)"
Non-alcoholic fatty liver disease,"('fatty acid salvage', 0.55)","('fatty acid &beta;-oxidation I (generic)', 0.53)","('choline degradation I', 0.52)","('polyvinyl alcohol degradation', 0.52)","('choline degradation II', 0.51)"
Insulin resistance,"('linezolid resistance', 0.74)","('polymyxin resistance', 0.74)","('vancomycin resistance II', 0.62)","('vancomycin resistance I', 0.59)","('arginine dependent acid resistance', 0.58)"
AGE-RAGE signaling pathway in diabetic complications,"('formaldehyde assimilation I (serine pathway)', 0.53)","('nicotine degradation I (pyridine pathway)', 0.53)","('nicotine degradation II (pyrrolidine pathway)', 0.51)","('long-chain fatty acid activation', 0.5)","('Arg/N-end rule pathway (eukaryotic)', 0.49)"
Cushing syndrome,"('aurachin RE biosynthesis', 0.5)","('tRNA charging', 0.48)","('aucuparin biosynthesis', 0.47)","('aureothin biosynthesis', 0.47)","('bacilysin biosynthesis', 0.47)"
beta-Lactam resistance,"('linezolid resistance', 0.62)","('polymyxin resistance', 0.62)","('peptidoglycan biosynthesis V (&beta;-lactam resistance)', 0.6)","('tabtoxinine-&beta;-lactam biosynthesis', 0.55)","('&beta;-carotene biosynthesis', 0.54)"
Vancomycin resistance,"('vancomycin resistance I', 0.95)","('vancomycin resistance II', 0.93)","('tetracycline resistance', 0.77)","('triclosan resistance', 0.63)","('valinomycin biosynthesis', 0.62)"
Cationic antimicrobial peptide (CAMP) resistance,"('peptidoglycan biosynthesis V (&beta;-lactam resistance)', 0.52)","('testosterone degradation (anaerobic)', 0.5)","('dermatan sulfate degradation I (bacterial)', 0.49)","('ethylbenzene degradation (anaerobic)', 0.48)","('linezolid resistance', 0.48)"
EGFR tyrosine kinase inhibitor resistance,"('triclosan resistance', 0.52)","('vancomycin resistance II', 0.52)","('L-tyrosine degradation III', 0.51)","('tetracycline resistance', 0.5)","('vancomycin resistance I', 0.5)"
Platinum drug resistance,"('polymyxin resistance', 0.68)","('linezolid resistance', 0.64)","('histamine degradation', 0.58)","('arginine dependent acid resistance', 0.55)","('nitroethane degradation', 0.55)"
Antifolate resistance,"('linezolid resistance', 0.68)","('polymyxin resistance', 0.63)","('vancomycin resistance I', 0.55)","('vancomycin resistance II', 0.53)","('aflatrem biosynthesis', 0.52)"
Endocrine resistance,"('linezolid resistance', 0.7)","('polymyxin resistance', 0.7)","('arginine dependent acid resistance', 0.56)","('vancomycin resistance I', 0.56)","('vancomycin resistance II', 0.55)"
Penicillins,"('penicillin K biosynthesis', 0.56)","('isopenicillin N biosynthesis', 0.51)","('L-valine degradation II', 0.47)","('L-lysine degradation III', 0.46)","('ricinine degradation', 0.45)"
Cephalosporins - parenteral agents,"('cephalosporin C biosynthesis', 0.57)","('enterobacterial common antigen biosynthesis', 0.51)","('UTP and CTP dephosphorylation I', 0.51)","('deacetylcephalosporin C biosynthesis', 0.5)","('phosphinothricin tripeptide biosynthesis', 0.5)"
Cephalosporins - oral agents,"('cephalosporin C biosynthesis', 0.63)","('deacetylcephalosporin C biosynthesis', 0.55)","('cyclosporin A biosynthesis', 0.54)","('UTP and CTP dephosphorylation I', 0.53)","('UTP and CTP dephosphorylation II', 0.52)"
Aminoglycosides,"('apigenin glycosides biosynthesis', 0.6)","('glycolysis IV', 0.57)","('glycine degradation', 0.53)","('glycolipid desaturation', 0.53)","('DIMBOA-glucoside activation', 0.52)"
Tetracyclines,"('tetracycline resistance', 0.67)","('chlorotetracycline biosynthesis', 0.55)","('betacyanin biosynthesis', 0.5)","('glycine degradation', 0.5)","('strychnine biosynthesis', 0.5)"
Macrolides and ketolides,"('ketogluconate metabolism', 0.54)","('anthocyanidin sophoroside metabolism', 0.53)","('monoacylglycerol metabolism (yeast)', 0.53)","('5-oxo-L-proline metabolism', 0.52)","('linezolid resistance', 0.5)"
Quinolones,"('aspoquinolone biosynthesis', 0.56)","('quinolinone B biosynthesis', 0.5)","('baruol biosynthesis', 0.48)","('penigequinolone biosynthesis', 0.47)","('aucuparin biosynthesis', 0.44)"
Rifamycins,"('rifamycin B biosynthesis', 0.53)","('vancomycin resistance I', 0.48)","('arginomycin biosynthesis', 0.47)","('vancomycin resistance II', 0.47)","('ribostamycin biosynthesis', 0.46)"
Antifungal agents,"('L-carnitine biosynthesis', 0.49)","('the visual cycle (insects)', 0.49)","('fungal bioluminescence', 0.46)","('folate transformations II (plants)', 0.45)","('neoxanthin biosynthesis', 0.45)"
Antiviral agents,"('the visual cycle (insects)', 0.5)","('marneral biosynthesis', 0.49)","('L-arginine biosynthesis I (via L-ornithine)', 0.46)","('lanosterol biosynthesis', 0.46)","('gentisate degradation II', 0.45)"
Anti-HIV agents,"('arsenate detoxification I', 0.5)","('arsenate detoxification V', 0.5)","('arsenate detoxification II', 0.49)","('arsenate detoxification III', 0.48)","('avenanthramide biosynthesis', 0.48)"
Antineoplastics - alkylating agents,"('heterolactic fermentation', 0.55)","('tRNA methylation (yeast)', 0.51)","('homolactic fermentation', 0.5)","('protein <I>O</i>-mannosylation I (yeast)', 0.5)","('geraniol and nerol degradation', 0.48)"
Antineoplastics - antimetabolic agents,"('i antigen and I antigen biosynthesis', 0.5)","('thiamine triphosphate metabolism', 0.5)","('&beta;-alanine betaine biosynthesis', 0.49)","('linoleate metabolites biosynthesis', 0.49)","('pinosylvin metabolism', 0.49)"
Antineoplastics - agents from natural products,"('L-proline biosynthesis II (from arginine)', 0.53)","('protein <i>S</i>-nitrosylation and denitrosylation', 0.48)","('cytosolic NADPH production (yeast)', 0.47)","('adenosylcobalamin salvage from cobalamin', 0.45)","('proanthocyanidins biosynthesis from flavanols', 0.45)"
Antineoplastics - hormones,"('L-proline biosynthesis II (from arginine)', 0.51)","(""adenosine 5'-phosphoramidate biosynthesis"", 0.5)","('phosphatidylcholine acyl editing', 0.5)","('malonate decarboxylase activation', 0.49)","('anditomin biosynthesis', 0.48)"
Antineoplastics - protein kinase inhibitors,"('protein <i>N</i>-glycosylation initial phase (eukaryotic)', 0.52)","('acyl carrier protein activation', 0.5)","('L-proline biosynthesis II (from arginine)', 0.5)","('protein citrullination', 0.48)","('chitin degradation III (Serratia)', 0.47)"
Hypnotics,"('phospholipases', 0.43)","('anthocyanin biosynthesis', 0.42)","('&alpha;-amyrin biosynthesis', 0.41)","('hydrogen production I', 0.4)","('hydrogen production V', 0.4)"
Anxiolytics,"('aloin biosynthesis', 0.55)","('acetan biosynthesis', 0.53)","('aurone biosynthesis', 0.53)","('aloenin biosynthesis', 0.52)","('ATP biosynthesis', 0.52)"
Anticonvulsants,"('antimycin biosynthesis', 0.54)","('clavulanate biosynthesis', 0.51)","('ferulate degradation', 0.51)","('rutin degradation (plants)', 0.51)","('triclosan resistance', 0.51)"
Local analgesics,"('lupeol biosynthesis', 0.51)","('xyloglucan biosynthesis', 0.51)","('cocaine biosynthesis', 0.5)","('oryzalide A biosynthesis', 0.5)","('oxalate biosynthesis', 0.5)"
Opioid analgesics,"('ophiobolin F biosynthesis', 0.52)","('sophorolipid biosynthesis', 0.52)","('coptisine biosynthesis', 0.51)","('flavonoid biosynthesis', 0.51)","('hopanoid biosynthesis (bacteria)', 0.51)"
Antipsychotics,"('anditomin biosynthesis', 0.5)","('antimycin biosynthesis', 0.5)","('mycothiol biosynthesis', 0.5)","('amaranthin biosynthesis', 0.49)","('atromentin biosynthesis', 0.49)"
Antipsychotics - phenothiazines,"('phenylethylamine degradation I', 0.54)","('phenylethylamine degradation II', 0.53)","('ethionamide activation', 0.51)","('thiamine diphosphate salvage I', 0.51)","('thiamine diphosphate salvage V', 0.51)"
Antipsychotics - butyrophenones,"('spheroidene and spheroidenone biosynthesis', 0.51)","('(-)-microperfuranone biosynthesis', 0.48)","('butanol and isobutanol biosynthesis (engineered)', 0.48)","('wighteone and luteone biosynthesis', 0.48)","('2-hydroxyphenazine biosynthesis', 0.47)"
Antidepressants,"('linezolid resistance', 0.51)","('arginine dependent acid resistance', 0.49)","('cyanide degradation', 0.47)","('kainate biosynthesis', 0.46)","('anandamide lipoxygenation', 0.45)"
Agents for Alzheimer-type dementi,"('pyruvate fermentation to acetate and alanine', 0.47)","('acetyl-CoA fermentation to butanoate', 0.46)","('fatty acid biosynthesis initiation (type I)', 0.46)","('pyruvate fermentation to acetoin', 0.46)","('pyruvate fermentation to acetone', 0.46)"
Antiparkinsonian agents,"('isoniazid activation', 0.51)","('cannabinoid biosynthesis', 0.47)","('&iota;-carrageenan degradation', 0.47)","('anthranilate degradation I (aerobic)', 0.46)","('arsenate detoxification I', 0.46)"
Sulfonamide derivatives - overview,"('ethanedisulfonate degradation', 0.56)","('dimethyl sulfide degradation I', 0.55)","('sulfolactate degradation I', 0.55)","('sulfoacetaldehyde degradation I', 0.54)","('sulfoacetate degradation', 0.54)"
Sulfonamide derivatives - sulfa drugs,"('sulfate activation for sulfonation', 0.64)","('dimethyl sulfoxide degradation', 0.55)","('dimethyl sulfone degradation', 0.54)","('methanesulfonate degradation', 0.51)","('ethanedisulfonate degradation', 0.5)"
Sulfonamide derivatives - diuretics,"('dimethyl sulfide degradation I', 0.63)","('dimethyl sulfoxide degradation', 0.63)","('dimethyl sulfone degradation', 0.62)","('ethionamide activation', 0.58)","('sulfolactate degradation II', 0.57)"
Sulfonamide derivatives - hypoglycemic agents,"('dimethyl sulfide degradation I', 0.52)","('dimethyl sulfoxide degradation', 0.52)","('ethionamide activation', 0.52)","('dimethyl sulfone degradation', 0.51)","('vitexin and derivatives biosynthesis', 0.51)"
Antiarrhythmic drugs,"('anditomin biosynthesis', 0.43)","('antimycin biosynthesis', 0.43)","('DIMBOA-glucoside activation', 0.43)","('erythromycin A biosynthesis', 0.43)","('ethionamide activation', 0.43)"
Antiulcer drugs,"('pulcherrimin biosynthesis', 0.45)","('glycerol degradation I', 0.43)","('glycerol degradation V', 0.43)","('oligomeric urushiol biosynthesis', 0.43)","('autoinducer AI-2 degradation', 0.42)"
Immunosuppressive agents,"('androgen biosynthesis', 0.49)","('antimycin biosynthesis', 0.48)","('atromentin biosynthesis', 0.47)","('aloenin biosynthesis', 0.45)","('putrescine biosynthesis I', 0.45)"
Osteoporosis drugs,"('androgen biosynthesis', 0.56)","('baruol biosynthesis', 0.54)","('aurofusarin biosynthesis', 0.52)","('aurone biosynthesis', 0.49)","('arginomycin biosynthesis', 0.48)"
Antimigraines,"('aniline degradation', 0.56)","('gramine biosynthesis', 0.55)","('betanidin degradation', 0.53)","('anandamide degradation', 0.51)","('anditomin biosynthesis', 0.51)"
Antithrombosis agents,"('androgen biosynthesis', 0.52)","('atromentin biosynthesis', 0.5)","('avenanthramide biosynthesis', 0.5)","('homolactic fermentation', 0.5)","('oxygenic photosynthesis', 0.5)"
Antirheumatics - DMARDs and biological agents,"('aromatic biogenic amine degradation (bacteria)', 0.48)","('human milk oligisaccharides biosynthesis', 0.46)","('i antigen and I antigen biosynthesis', 0.46)","('L-lysine fermentation to acetate and butanoate', 0.45)","('palmitoleate biosynthesis IV (fungi and animals)', 0.45)"
Antidiabetics,"('antimycin biosynthesis', 0.51)","('ansatrienin biosynthesis', 0.49)","('dehydroabietic acid biosynthesis', 0.49)","('neoabietic acid biosynthesis', 0.49)","('alliin metabolism', 0.47)"
Antidyslipidemic agents,"('galactolipid biosynthesis I', 0.48)","('glycolipid desaturation', 0.48)","('galactolipid biosynthesis II', 0.47)","('isopimaric acid biosynthesis', 0.47)","('rhamnolipid biosynthesis', 0.47)"
Antiglaucoma agents,"('&lambda;-carrageenan degradation', 0.49)","('D-gluconate degradation', 0.48)","('D-glucosaminate degradation', 0.48)","('acylated cyanidin galactoside biosynthesis', 0.46)","('aromatic  glucosinolate activation', 0.46)"
Cholinergic and anticholinergic drugs,"('xanthine and xanthosine salvage', 0.5)","('fructoselysine and psicoselysine degradation', 0.49)","('(Kdo)<sub>2</sub>-lipid A biosynthesis (<i>E. coli</i>)', 0.46)","('(Kdo)<sub>2</sub>-lipid A biosynthesis (generic)', 0.46)","('archaetidylserine and archaetidylethanolamine biosynthesis', 0.46)"
lpha-Adrenergic receptor agonists/antagonists,"('nitrate reduction I (denitrification)', 0.52)","('nitrate reduction VII (denitrification)', 0.49)","('iron reduction and absorption', 0.43)","('<i>sn</i>-glycerol 3-phosphate anaerobic respiration', 0.43)","('testosterone degradation (anaerobic)', 0.43)"
beta-Adrenergic receptor agonists/antagonists,"('nitrate reduction I (denitrification)', 0.52)","('nitrate reduction VII (denitrification)', 0.49)","('<i>Brucella abortus</i> O antigen biosynthesis', 0.43)","('iron reduction and absorption', 0.43)","('testosterone degradation (anaerobic)', 0.43)"
Dopamine receptor agonists/antagonists,"('betacyanin biosynthesis (via dopamine)', 0.49)","('betaxanthin biosynthesis (via dopamine)', 0.48)","('desferrioxamine E biosynthesis', 0.47)","('dTDP-D-desosamine biosynthesis', 0.47)","('dTDP-L-daunosamine biosynthesis', 0.46)"
Histamine H1 receptor antagonists,"('histamine degradation', 0.52)","('histamine biosynthesis', 0.51)","('thiamine triphosphate metabolism', 0.49)","('superpathway of arginine and polyamine biosynthesis', 0.48)","('<i>H. pylori</i> 26695 O-antigen biosynthesis', 0.46)"
Histamine H2/H3 receptor agonists/antagonists,"('<i>H. pylori</i> 26695 O-antigen biosynthesis', 0.42)","('histamine biosynthesis', 0.42)","('peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)', 0.42)","('<i>Brucella abortus</i> O antigen biosynthesis', 0.41)","('lipid A-core biosynthesis (<i>H. pylori</i>)', 0.41)"
Serotonin receptor agonists/antagonists,"('streptozotocin biosynthesis', 0.52)","('roxarsone (and nitarsone) degradation IV', 0.47)","('sporopollenin precursors biosynthesis', 0.47)","('roxarsone (and nitarsone) degradation III', 0.46)","('myricetin gentiobioside biosynthesis', 0.45)"
Eicosanoid receptor agonists/antagonists,"('ganglio-series glycosphingolipids biosynthesis', 0.47)","('palmitoyl ethanolamide biosynthesis', 0.45)","('anthocyanin biosynthesis (delphinidin 3-O-glucoside)', 0.44)","('astaxanthin dirhamnoside biosynthesis', 0.44)","('icosapentaenoate biosynthesis VI (fungi)', 0.44)"
Opioid receptor agonists/antagonists,"('(<i>R</i>)-canadine biosynthesis', 0.44)","('myricetin gentiobioside biosynthesis', 0.44)","('superpathway of chorismate metabolism', 0.44)","('detoxification of reactive carbonyls in chloroplasts', 0.43)","('iron reduction and absorption', 0.43)"
Angiotensin receptor and endothelin receptor antagonists,"('i antigen and I antigen biosynthesis', 0.5)","('glutathione-glutaredoxin redox reactions', 0.44)","('indole degradation to anthranil and anthranilate', 0.44)","('superpathway of L-arginine and L-ornithine degradation', 0.44)","('artemisinin and arteannuin B biosynthesis', 0.43)"
Glucocorticoid and mineralocorticoid receptor agonists/antagonists,"('mineralocorticoid biosynthesis', 0.46)","('glucocorticoid biosynthesis', 0.45)","('ajugose biosynthesis II (galactinol-independent)', 0.43)","('D-gulosides conversion to D-glucosides', 0.42)","('8-<i>O</i>-methylated benzoxazinoid glucoside biosynthesis', 0.41)"
"Progesterone, androgen and estrogen receptor agonists/antagonists","('testosterone and androsterone degradation to androstendione (aerobic)', 0.5)","('(<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen', 0.48)","('pyruvate fermentation to acetate and lactate II', 0.45)","('i antigen and I antigen biosynthesis', 0.44)","('pyruvate fermentation to acetate and alanine', 0.43)"
Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists,"('seleno-amino acid detoxification and volatilization I', 0.41)","('ammonia oxidation IV (autotrophic ammonia oxidizers)', 0.4)","('D-galactosamine and <i>N</i>-acetyl-D-galactosamine degradation', 0.4)","('seleno-amino acid detoxification and volatilization II', 0.4)","('seleno-amino acid detoxification and volatilization III', 0.4)"
Peroxisome proliferator-activated receptor (PPAR) agonists,"('malonate decarboxylase activation', 0.49)","('isorenieratene biosynthesis I (actinobacteria)', 0.48)","('benzoate fermentation (to acetate and cyclohexane carboxylate)', 0.47)","('L-lysine fermentation to acetate and butanoate', 0.45)","('spheroidene and spheroidenone biosynthesis', 0.45)"
Nicotinic cholinergic receptor antagonists,"('nicotinate degradation III', 0.47)","('L-nicotianamine biosynthesis', 0.46)","('nicotine degradation III (VPP pathway)', 0.46)","('choline biosynthesis III', 0.45)","('<i>Escherichia coli</i> serotype O:2 O antigen biosynthesis', 0.45)"
GABA-A receptor agonists/antagonists,"('<i>Brucella abortus</i> O antigen biosynthesis', 0.46)","('streptorubin B biosynthesis', 0.44)","('geranyl &beta;-primeveroside biosynthesis', 0.43)","('iron reduction and absorption', 0.43)","('2-keto-L-gulonate biosynthesis', 0.42)"
Calcium channel blocking drugs,"('methanogenesis from glycine betaine', 0.43)","('aloesone and aloesin biosynthesis', 0.41)","('dalcochinin biosynthesis', 0.41)","('mannosylfructose biosynthesis', 0.41)","('baicalein metabolism', 0.4)"
Sodium channel blocking drugs,"('biochanin A conjugates interconversion', 0.42)","('chondroitin biosynthesis', 0.42)","('allantoin degradation IV (anaerobic)', 0.41)","('biotin-carboxyl carrier protein assembly', 0.41)","('chorismate biosynthesis from 3-dehydroquinate', 0.41)"
Potassium channel blocking and opening drugs,"('biochanin A conjugates interconversion', 0.46)","('notoamide C and D biosynthesis', 0.46)","('chlorogenic acid biosynthesis I', 0.45)","('chlorogenic acid biosynthesis II', 0.45)","('serotonin and melatonin biosynthesis', 0.45)"
N-Methyl-D-aspartic acid (NMDA) receptor antagonists,"('acetone degradation I (to methylglyoxal)', 0.48)","('methylarsonous acid detoxification II', 0.46)","('2-methyl-branched fatty acid &beta;-oxidation', 0.45)","('3-methyl-branched fatty acid &alpha;-oxidation', 0.45)","('methylarsonous acid detoxification III', 0.45)"
Ion transporter inhibitors,"('tetradecanoate biosynthesis (mitochondria)', 0.52)","('UDP-sugars interconversion', 0.5)","('NAD(P)/NADPH interconversion', 0.49)","('tetrathionate oxidation', 0.49)","('urate conversion to allantoin I', 0.49)"
Neurotransmitter transporter inhibitors,"('neurosporene biosynthesis', 0.47)","('sinapate ester biosynthesis', 0.45)","('geraniol and geranial biosynthesis', 0.44)","('icosapentaenoate biosynthesis I (lower eukaryotes)', 0.44)","('mangrove triterpenoid biosynthesis', 0.44)"
Catecholamine transferase inhibitors,"('arsenite to oxygen electron transfer', 0.53)","('folate transformations II (plants)', 0.53)","('Kdo transfer to lipid IV<sub>A</sub> (<i>Chlamydia</i>)', 0.52)","('arsenite to oxygen electron transfer (via azurin)', 0.51)","('hydrogen to fumarate electron transfer', 0.51)"
Cyclooxygenase inhibitors,"('mannitol cycle', 0.51)","('gluconeogenesis III', 0.5)","('<i>N</i>-cyclopropylmelamine degradation', 0.48)","('gliotoxin inactivation', 0.47)","('2-methylcitrate cycle I', 0.46)"
HMG-CoA reductase inhibitors,"('assimilatory sulfate reduction I', 0.5)","('nitrite reduction (hemoglobin)', 0.5)","('assimilatory sulfate reduction II', 0.49)","('assimilatory sulfate reduction IV', 0.49)","('assimilatory sulfate reduction III', 0.48)"
Renin-angiotensin system inhibitors,"('retinoate biosynthesis II', 0.53)","('(<i>S</i>)-reticuline biosynthesis I', 0.52)","('putrescine biosynthesis III', 0.52)","('rhizobitoxine biosynthesis', 0.52)","('(S)-reticuline biosynthesis II', 0.51)"
HIV protease inhibitors,"('protein citrullination', 0.49)","('&alpha;-carotene biosynthesis', 0.48)","('protein <I>O</i>-mannosylation I (yeast)', 0.48)","('putrescine biosynthesis III', 0.48)","('<i>Spodoptera littoralis</i> pheromone biosynthesis', 0.48)"
Quinolines,"('aspoquinolone biosynthesis', 0.5)","('quinolinone B biosynthesis', 0.5)","('baruol biosynthesis', 0.48)","('nopaline degradation', 0.47)","('3-methylquinoline degradation', 0.46)"
Eicosanoids,"('costunolide biosynthesis', 0.51)","('flavonoid biosynthesis', 0.48)","('acetan biosynthesis', 0.47)","('aurone biosynthesis', 0.47)","('heliocides biosynthesis', 0.47)"
Prostaglandins,"('salvianin biosynthesis', 0.5)","('alkane oxidation', 0.47)","('lupanine biosynthesis', 0.46)","('oleandomycin biosynthesis', 0.46)","('blasticidin S biosynthesis', 0.45)"
Benzoic acid family,"('betalamic acid biosynthesis', 0.52)","('mixed acid fermentation', 0.52)","('chlorogenic acid degradation', 0.51)","('apicidin F biosynthesis', 0.48)","('chlorogenic acid biosynthesis I', 0.48)"
"1,2-Diphenyl substitution family","('biphenyl degradation', 0.5)","('ethanolamine utilization', 0.5)","('2-aminophenol degradation', 0.49)","('vitamin B<sub>6</sub> degradation I', 0.49)","('vitamin B<sub>6</sub> degradation II', 0.48)"
Naphthalene family,"('naphthalene degradation (aerobic)', 0.57)","('naphthalene degradation (anaerobic)', 0.55)","('naphthalene degradation to acetyl-CoA', 0.51)","('calendate biosynthesis', 0.5)","('ophthalmate biosynthesis', 0.48)"
Benzodiazepine family,"('diazepinomicin biosynthesis', 0.5)","('caffeine biosynthesis I', 0.45)","('firefly bioluminescence', 0.45)","('adenine salvage', 0.44)","('ethanolamine utilization', 0.44)"
